channelId,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCgv3j_g6yhWhuw1qHDfOqTw,84614,349.0,False,35
UCGRagI0sz4T-Dl4-OFfVwUw,1237170,4790.0,False,192
UCtCWRBFXsenW1c0R0Jzjwwg,1492295,4400.0,False,37
UC4yp9EsyyGqx1WK57aJgTpg,84489,2030.0,False,21
UCsKFYsaDK8vBbHzVuhE1yUA,27094,,True,208
UCWSNl0eQ7Qu4nEgAY_GxDFA,294899,2620.0,False,14
UC3TXDco33rrdnNq3_H9DHaA,1791985,17800.0,False,131
UC7OBfPJT3caQU7GhWDUOTag,15731,8.0,False,5
UCLwY1gBD4eUqjgpBk4L7K1w,321862,2040.0,False,68
UCtvmKOXc5uYnZLOnEncv1CA,27514,351.0,False,98
UCufaH_tw49rc90jFLhyEIZg,786538,8280.0,False,68
UCV86U8vTlhbiO_4umBU09Ww,8681584,78000.0,False,83
UCAGoVKSE7SRBI8usF3gcVqg,36363,825.0,False,34
UCb2yn01TPFwzC3JYbpnEsYg,663828,2880.0,False,80
UC3CQqr2HirrKDpGZtAnEhKw,223930,1520.0,False,139
UCxegdK086JITQhwLrswI9pQ,519818,5290.0,False,89
UC0H80aePnrh3XTzNZXztLSg,16941919,13300.0,False,151
UC8zvP72p9bGC1xHEtVjyy-g,1730289,8350.0,False,122
UCMtaSQSkUx_lmaXsx21JADA,815123,380.0,False,55
UCXTcOmiTXVa-bZjEFjVr8UA,18374,756.0,False,19
UCjakXXxkgFBoJpjggDYqIwA,1824124,2040.0,False,185
UCKBLEeNCeiybHW0RwLUBguw,103788,1390.0,False,53
UCPbt-Ds2i2aEKyALRVlW1UA,219124,1930.0,False,109
UC4hPg1IPNLzoqIjVh0kDmpg,875537,2840.0,False,68
UCZjTX8Vjp-dZ56vm7xMcZog,3834,30.0,False,14
UCLVF9bca1pBngz9_TSJHodA,38712,209.0,False,32
UCdQXZjA1jCi0DnMN6CeAm3w,981,11.0,False,50
UCzXlcF9m6Yw4jn3Xcfiwr7Q,1351227,10100.0,False,1375
UCFzriCEBPxjYf57hQqnqa8Q,252408,992.0,False,28
UCjLnd_87iP-g90mqH0KFNuA,344287,4950.0,False,115
UCyNq_uwrcQ44Z6Cdh1ccuwg,2412444,19200.0,False,318
UCQPemR-c0m4KoT3RCQqzGcA,136692,1070.0,False,12
UCkIu9goajbRpnd6jOHZXO1w,421625,1710.0,False,90
UCvMuss0FS-UjFfyyVoI-yRg,64480,372.0,False,150
UCR0o1iaseE_0B8tYU1ak8zQ,580743,6920.0,False,42
UCNW5GBKioAxUSFIEP-_vvyw,28210,129.0,False,17
