id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
H2gQLmB88GM,24725,367.0,11.0,0,32.0
dfQKWXihhdk,5716,289.0,7.0,0,43.0
Wzo4yG8xX1s,214,16.0,0.0,0,12.0
RrZHoKO1Xfs,74645,750.0,17.0,0,107.0
iJsdCsHk8vM,36,4.0,0.0,0,0.0
9xBeP8UtDjI,146,3.0,0.0,0,0.0
-SS5dIas22E,107853,239.0,44.0,0,118.0
4l8R1GyXuUA,31,4.0,0.0,0,0.0
j5pcAix3hCA,2969,111.0,3.0,0,44.0
KkhuJf7y7fo,3905,107.0,0.0,0,15.0
AtyWc-msECg,16851,124.0,14.0,0,13.0
KMNAmMooHWU,43798,208.0,21.0,0,60.0
RcxVB3aFkUo,2617,98.0,3.0,0,30.0
V_3tIokGhpk,8510,62.0,24.0,0,7.0
IRHrmlWUQBg,170,10.0,0.0,0,1.0
3RIuNwn5y6Y,94,9.0,0.0,0,3.0
9TOf75B_kEc,195,13.0,0.0,0,12.0
R3nsI3ZF0Vs,641,13.0,0.0,0,7.0
9IYw9MMAZFg,6401,166.0,1.0,0,16.0
ZH2hr-mQsCU,2179,69.0,0.0,0,6.0
5FoVz9caqdA,64,7.0,0.0,0,8.0
2USpkwgiAYI,1958,70.0,0.0,0,31.0
AuE8WL499wg,2317,97.0,6.0,0,10.0
aNK78BMS4r8,155,7.0,0.0,0,3.0
NsMiQ_8MqG0,131841,1570.0,366.0,0,484.0
5Fpd17d4N5U,55,6.0,0.0,0,4.0
Jm2L9xqSUlk,41112,289.0,27.0,0,20.0
HQ263wkwHj4,327,14.0,0.0,0,4.0
jyBhqCeZmtQ,2253,2.0,14.0,0,7.0
FHw3iJA3_kc,57,6.0,0.0,0,2.0
4eaBZmvyuu8,21,3.0,0.0,0,0.0
imgh0VPJ9Ms,14,1.0,0.0,0,0.0
HLk8I01uT5A,9362,70.0,5.0,0,14.0
c1h7C7QUWPM,92,4.0,0.0,0,1.0
xzAFdz_VKOw,35,1.0,1.0,0,0.0
Iwj5Zc6rHDk,86328,324.0,55.0,0,40.0
8IGgI8nKM0A,1693,21.0,7.0,0,3.0
LxQzNqB1Be8,73,9.0,0.0,0,17.0
ehj-sZiPrXA,181,14.0,1.0,0,13.0
1g-1gZoqs9w,38502,264.0,16.0,0,64.0
HZlxIk8ufbY,980,55.0,1.0,0,10.0
4J9wz-1oiig,38,10.0,0.0,0,8.0
puGKcFLgXRY,666,42.0,1.0,0,17.0
IG3Zc42Og14,1502,128.0,1.0,0,32.0
zEoiIUeG5RM,54508,750.0,23.0,0,41.0
YOlXfW21XJ0,88403,1933.0,128.0,0,176.0
AbD2rLjA3qg,228,11.0,0.0,0,1.0
KrDbYLJ1Mtc,685,98.0,1.0,0,25.0
ZzcVHb4J54o,1073,77.0,1.0,0,91.0
cdbAw30lWec,1419,37.0,4.0,0,0.0
24MxkRLkGyA,2769,30.0,6.0,0,2.0
o-l6y5HH_10,11661,583.0,18.0,0,115.0
rL8MjiDJPVY,73,8.0,0.0,0,3.0
BRKMXhG0-HU,27625,224.0,27.0,0,27.0
7pIA3zQbx50,84,3.0,0.0,0,0.0
ZnlH5wzNaHA,16455,31.0,9.0,0,21.0
xBtzjT8mgjY,8,1.0,0.0,0,0.0
txHUhF8siUA,35,5.0,0.0,0,5.0
H1RaoJIgAzE,202,12.0,0.0,0,4.0
fGkEK1-2CHw,679,30.0,0.0,0,2.0
xlnlar_-9Tw,9,3.0,0.0,0,2.0
pVr9LkRh6v8,9,1.0,0.0,0,5.0
b3OQcIuxcE8,12,5.0,0.0,0,3.0
t2ra4FewQTo,128,13.0,2.0,0,8.0
JTjbGpR6Scs,488,72.0,0.0,0,49.0
U7fAzBXE15w,387,51.0,0.0,0,12.0
1RsfhBcxPrA,22,3.0,0.0,0,1.0
FfAqhuOmf34,83,1.0,0.0,0,12.0
6m1SFJdUn_A,1,1.0,0.0,0,0.0
CdY7K3OZQ6c,37,3.0,0.0,0,2.0
6FnSo6YZPQc,125,7.0,1.0,0,3.0
9r0iuYHtWws,2,1.0,0.0,0,0.0
bKhTHmpTK7A,7457,252.0,6.0,0,19.0
Jb0IwU7ijxE,16,1.0,0.0,0,2.0
hgyxb6aJ7T4,77,,,0,1.0
XfbQWml9kEw,3,0.0,0.0,0,2.0
l1baZCwFDdA,271,,,0,7.0
NDkpJOlIUXM,2,0.0,0.0,0,0.0
kspp3DCLDDw,12,1.0,1.0,0,0.0
iuUbLM6UWRQ,1,0.0,0.0,0,0.0
T5N_xGiBO4Y,109,16.0,2.0,0,13.0
u3O3vVrmjR4,121,28.0,0.0,0,11.0
Deg27eMGuz0,15,0.0,0.0,0,1.0
aDGW2faN2-Y,2,1.0,0.0,0,0.0
Rof2HCepG0U,578,53.0,0.0,0,13.0
QECKQtPaZOA,8,0.0,0.0,0,
X16vX3gl69E,251,42.0,0.0,0,17.0
iFIS8Pfip_E,8,0.0,0.0,0,0.0
rx_0dqZQbSo,135,4.0,0.0,0,0.0
ktqwmwaQz-Q,111,12.0,0.0,0,0.0
-4YE6rujXMM,151,,,0,19.0
h6nixz2Co3Y,48,0.0,0.0,0,0.0
LUxULK9uYco,50,9.0,0.0,0,12.0
MmkQ6vMz1e4,3223748,2426.0,969.0,0,37.0
rVMR83x4jTc,3,2.0,0.0,0,0.0
xxCAjTqe430,5,2.0,0.0,0,0.0
raFdrF9iGgw,8,3.0,0.0,0,0.0
evcZPMJ0WvI,60,22.0,0.0,0,5.0
UsgexbrHQlo,1,0.0,0.0,0,
EAowv4-M6Tk,2,1.0,0.0,0,0.0
S4DKsLMh8eo,8,2.0,0.0,0,2.0
aBVNGZ-UmMo,3,2.0,0.0,0,1.0
MavyD0-3gIQ,7,1.0,0.0,0,1.0
