id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
j5pcAix3hCA,2969,111.0,3.0,0,44.0
KkhuJf7y7fo,3903,107.0,0.0,0,15.0
jv-ug88xq4Y,38443,602.0,12.0,0,132.0
RcxVB3aFkUo,2617,98.0,3.0,0,30.0
qrYJeru5DUg,364,25.0,2.0,0,11.0
9TOf75B_kEc,195,13.0,0.0,0,12.0
nmwTtmOhAXE,69922,137.0,31.0,0,51.0
lz-VPgfR7zI,2659,116.0,4.0,0,19.0
ZH2hr-mQsCU,2178,69.0,0.0,0,6.0
9IYw9MMAZFg,6397,166.0,1.0,0,16.0
5FoVz9caqdA,64,7.0,0.0,0,8.0
AuE8WL499wg,2317,97.0,6.0,0,10.0
ykYnlkWqL7k,253,,,0,6.0
HQ263wkwHj4,327,14.0,0.0,0,4.0
ibMtKtYUMKY,295,22.0,0.0,0,7.0
8neeT1YghAw,9858,547.0,9.0,0,59.0
f_Vu3zISExI,431,32.0,3.0,0,9.0
ZUMcN0_sABs,956,87.0,1.0,0,9.0
ZzdnNA5P-UE,19737,384.0,13.0,0,45.0
w9jjY6FyECY,349,23.0,0.0,0,6.0
YRZVwo0vWJM,93,9.0,0.0,0,2.0
hBWUqIyoP6Q,62221,1332.0,59.0,0,88.0
nrJQb50I6iQ,16768,326.0,12.0,0,67.0
GbbQxYQNMM8,30464,400.0,8.0,0,104.0
2USpkwgiAYI,1958,70.0,0.0,0,31.0
GEnvngOtmq8,4713,191.0,3.0,0,22.0
evcZPMJ0WvI,24,14.0,0.0,0,3.0
dJe8Lel5eys,42603,996.0,77.0,0,65.0
JTjbGpR6Scs,471,74.0,0.0,0,46.0
HZlxIk8ufbY,980,55.0,1.0,0,10.0
24MxkRLkGyA,2769,30.0,6.0,0,2.0
rL8MjiDJPVY,70,8.0,0.0,0,3.0
o-l6y5HH_10,11660,583.0,18.0,0,115.0
pVr9LkRh6v8,8,1.0,0.0,0,4.0
xBtzjT8mgjY,7,1.0,0.0,0,0.0
fGkEK1-2CHw,623,24.0,0.0,0,2.0
U7fAzBXE15w,221,43.0,0.0,0,11.0
w2iHw8JoPik,1126,55.0,2.0,0,14.0
9xBeP8UtDjI,122,2.0,0.0,0,0.0
txHUhF8siUA,29,5.0,0.0,0,5.0
ZzcVHb4J54o,990,71.0,1.0,0,89.0
H1RaoJIgAzE,194,13.0,0.0,0,4.0
1RsfhBcxPrA,3,1.0,0.0,0,0.0
8EepiQz54T8,2,0.0,0.0,0,0.0
vKug6lA_UqA,27020,988.0,51.0,0,136.0
iFIS8Pfip_E,4,1.0,0.0,0,0.0
FfAqhuOmf34,59,9.0,1.0,0,11.0
9r0iuYHtWws,1,0.0,0.0,0,0.0
GaeEGZjccuk,2,0.0,0.0,0,
vzZx9PSHZeA,60,9.0,0.0,0,0.0
6FnSo6YZPQc,116,7.0,1.0,0,3.0
4eaBZmvyuu8,15,1.0,0.0,0,0.0
hgyxb6aJ7T4,71,,,0,1.0
Jb0IwU7ijxE,11,1.0,0.0,0,0.0
AbD2rLjA3qg,213,10.0,0.0,0,1.0
CdY7K3OZQ6c,14,2.0,0.0,0,1.0
XfbQWml9kEw,1,0.0,0.0,0,2.0
K3ps67TRzco,159,12.0,0.0,0,1.0
0QBM0Yp1yKw,22,2.0,0.0,0,0.0
HtWHlBUgZ2I,2136,187.0,3.0,0,26.0
Wzo4yG8xX1s,191,16.0,0.0,0,12.0
xqcS43vOFkc,1,0.0,0.0,0,0.0
wLWhGeIwj-Q,372,27.0,2.0,0,14.0
mSl_On6xU70,230,10.0,0.0,0,11.0
X16vX3gl69E,214,39.0,0.0,0,17.0
aNK78BMS4r8,147,6.0,0.0,0,3.0
JEiRh1MSq1g,0,0.0,0.0,0,
S4DKsLMh8eo,7,1.0,0.0,0,2.0
kZchVL8T81c,107,16.0,0.0,0,9.0
u3O3vVrmjR4,115,30.0,0.0,0,9.0
9AAV5Y5IWnE,116,9.0,1.0,0,6.0
7cT1sMHAsWU,5,1.0,0.0,0,0.0
rx_0dqZQbSo,128,3.0,0.0,0,0.0
aBVNGZ-UmMo,3,2.0,0.0,0,1.0
GacPEiJavec,6,2.0,0.0,0,1.0
Wr3S_APnP-o,90,5.0,1.0,0,8.0
brx6u9Gv79E,25,0.0,0.0,0,0.0
USFaKdQmIeg,9,5.0,0.0,0,3.0
l1baZCwFDdA,114,,,0,0.0
ktqwmwaQz-Q,81,10.0,0.0,0,0.0
PVa5bd0N5QQ,54,3.0,0.0,0,4.0
d5eYZN8AOfg,1435,214.0,5.0,0,66.0
15cBbIhoHPE,140,4.0,0.0,0,0.0
EEjO68gFFpk,2,,,0,0.0
EWKWL6t0zpc,123,10.0,0.0,0,2.0
XqTvsgeI1H4,2146,198.0,0.0,0,18.0
Pv_t4kmsm6o,362,61.0,0.0,0,29.0
MmkQ6vMz1e4,3221572,2412.0,967.0,0,37.0
EAowv4-M6Tk,2,1.0,0.0,0,0.0
